EVENTTYPESEQ	COMPENSATIONDATE	ISRUNNABLE	PRODUCTNAME	GENERICATTRIBUTE1	VALUE
8709	03-31-2014 00:00:00	0	On-Premise License	American International Assurance Bhd.	778
8709	03-31-2014 00:00:00	0	BPO	"Genentech, Inc."	479
8709	03-31-2014 00:00:00	0	Monaco	"Philips Electronics, NA-Phillips IT Applications"	1466
8709	03-31-2014 00:00:00	0	Monaco	"Philips Electronics, NA-Phillips IT Applications"	401
8709	03-31-2014 00:00:00	0	Monaco	"Philips Electronics, NA-Phillips IT Applications"	313
8709	03-31-2014 00:00:00	0	Actek	"USHealth Group, Inc."	226
8709	03-31-2014 00:00:00	0	Actek	"USHealth Group, Inc."	57
8709	03-31-2014 00:00:00	0	Monaco	Violin Memory	6190
8709	03-31-2014 00:00:00	0	Monaco	Violin Memory	1038
8709	03-31-2014 00:00:00	0	Monaco	Violin Memory	536
8709	03-31-2014 00:00:00	0	Monaco	Edmunds.com	2205
8709	03-31-2014 00:00:00	0	Monaco	Edmunds.com	739
8709	03-31-2014 00:00:00	0	Monaco	Edmunds.com	382
8709	03-31-2014 00:00:00	0	BPO	"MetroPCS Wireless, Inc."	679
8709	03-31-2014 00:00:00	0	BPO	"MetroPCS Wireless, Inc."	184
8709	03-31-2014 00:00:00	0	BPO	"MetroPCS Wireless, Inc."	155
8709	03-31-2014 00:00:00	0	Webcom	Electronics for Imaging (EFI)	0
8709	03-31-2014 00:00:00	0	Webcom	Electronics for Imaging (EFI)	384
8709	03-31-2014 00:00:00	0	Webcom	Electronics for Imaging (EFI)	186
8709	03-31-2014 00:00:00	0	Monaco	"iPayment, Inc."	1151
8709	03-31-2014 00:00:00	0	Monaco	"iPayment, Inc."	4800
8709	03-31-2014 00:00:00	0	Monaco	"iPayment, Inc."	1217
8709	03-31-2014 00:00:00	0	Monaco	"iPayment, Inc."	474
8709	03-31-2014 00:00:00	0	Monaco	"iPayment, Inc."	412
8709	03-31-2014 00:00:00	0	BPO	Motorola Solutions	690
8709	03-31-2014 00:00:00	0	BPO	Motorola Solutions	138
8709	03-31-2014 00:00:00	0	BPO	Motorola Solutions	138
8709	03-31-2014 00:00:00	0	BPO	Motorola Solutions	173
8709	03-31-2014 00:00:00	0	Monaco	Citrix Systems Inc	6422
8709	03-31-2014 00:00:00	0	Monaco	Citrix Systems Inc	1284
8709	03-31-2014 00:00:00	0	Monaco	Citrix Systems Inc	1284
8709	03-31-2014 00:00:00	0	Monaco	Citrix Systems Inc	1284
8709	03-31-2014 00:00:00	0	Monaco	AvMed Inc.	205
8709	03-31-2014 00:00:00	0	Monaco	AvMed Inc.	65
8709	03-31-2014 00:00:00	0	Monaco	AvMed Inc.	25
8709	03-31-2014 00:00:00	0	Monaco	AvMed Inc.	22
8709	03-31-2014 00:00:00	0	Training	"Cablevision Lightpath, Inc."	32
8709	03-31-2014 00:00:00	0	Training	"Cablevision Lightpath, Inc."	260
8709	03-31-2014 00:00:00	0	Training	"Cablevision Lightpath, Inc."	88
8709	03-31-2014 00:00:00	0	Training	"Cablevision Lightpath, Inc."	28
8709	03-31-2014 00:00:00	0	Monaco	ADT Security Services Inc. - US	562
8709	03-31-2014 00:00:00	0	Monaco	ADT Security Services Inc. - US	4253
8709	03-31-2014 00:00:00	0	Monaco	ADT Security Services Inc. - US	1375
8709	03-31-2014 00:00:00	0	Monaco	ADT Security Services Inc. - US	501
8709	03-31-2014 00:00:00	0	BPO	Eaton Vance Management	45
8709	03-31-2014 00:00:00	0	BPO	Eaton Vance Management	225
8709	03-31-2014 00:00:00	0	BPO	Eaton Vance Management	45
8709	03-31-2014 00:00:00	0	BPO	Eaton Vance Management	45
8709	03-31-2014 00:00:00	0	BPO	Health Net Inc	2250
8709	03-31-2014 00:00:00	0	BPO	Health Net Inc	7500
8709	03-31-2014 00:00:00	0	BPO	Health Net Inc	2381
8709	03-31-2014 00:00:00	0	BPO	Health Net Inc	928
8709	03-31-2014 00:00:00	0	BPO	Health Net Inc	806
8709	03-31-2014 00:00:00	0	iCentera	Motorola Solutions	2460
8709	03-31-2014 00:00:00	0	On-Premise License	American General Life Companies (AIG)	9063
8709	03-31-2014 00:00:00	0	Webcom	Optum 360	1512
8709	03-31-2014 00:00:00	0	Webcom	Gateway Health Plan	1040
8709	03-31-2014 00:00:00	0	Webcom	Orgn-7	1
8709	03-31-2014 00:00:00	0	Webcom	Orgn-7	31
8709	03-31-2014 00:00:00	0	Webcom	Unfors Instruments	15
8709	03-31-2014 00:00:00	0			2500
8709	03-31-2014 00:00:00	0			-9051
8705	03-31-2014 00:00:00	0	Workflow	Vodafone Group Plc	115235
8705	04-01-2014 00:00	0	OnDemand Enterprise	"Avaya, Inc."	22197
8705	04-01-2014 00:00	0	Webcom	"Logicalis, Inc."	-4200
8881	04-01-2014 00:00	0	Services	BlueCross BlueShield of Florida	42300
8981	04-01-2014 00:00	0	Webcom	Optum 360	131645
8981	04-01-2014 00:00	0	Webcom	Optum 360	131645
8881	04-07-2014 00:00	0	Services	"Jack Henry & Associates, Inc."	53620
8982	04-08-2014 00:00	0	Webcom	Homeserve Membership Limited	47157
8705	04-08-2014 00:00	0	Webcom	Homeserve Membership Limited	2395
8982	04-08-2014 00:00	0	Maintenance	American International Assurance Co Ltd : AIA Taiwan	22000
8982	04-08-2014 00:00	0	Webcom	"Smart Smoke, Inc."	1200
8982	04-11-2014 00:00	0	Leadformix	Rosslyn Analytics 3	14688
8705	04-11-2014 00:00	0	Leadformix	Rosslyn Analytics 3	732
8705	04-11-2014 00:00	0	BPO	First Command Financial Planning	175000
8705	04-11-2014 00:00	0	Webcom	Telefonica : Afina Sistemas Informaticos S.L	5428
8881	04-11-2014 00:00	0	Services	Electronics for Imaging (EFI)	95760
8881	04-14-2014 00:00:00	0	Services	Vodafone Ltd (UK)	65658
8881	04-14-2014 00:00:00	0	Services	Vodafone Ltd (UK)	45126
8709	04-15-2014 00:00:00	0	Webcom	Shimadzu	67
8709	04-15-2014 00:00:00	0	Webcom	Shimadzu	19
8709	04-15-2014 00:00:00	0	Webcom	Shimadzu	14
8709	04-15-2014 00:00:00	0	BPO	Lanier Pty Ltd	169
8709	04-15-2014 00:00:00	0	BPO	Lanier Pty Ltd	58
8709	04-15-2014 00:00:00	0	BPO	"Genentech, Inc."	1086
8709	04-15-2014 00:00:00	0	BPO	"Genentech, Inc."	292
8709	04-15-2014 00:00:00	0	BPO	"Genentech, Inc."	239
8709	04-15-2014 00:00:00	0	Monaco	Blue Cross Blue Shield Rhode Island	276
8709	04-15-2014 00:00:00	0	Monaco	Blue Cross Blue Shield Rhode Island	91
8709	04-15-2014 00:00:00	0	Monaco	Blue Cross Blue Shield Rhode Island	59
8709	04-15-2014 00:00:00	0	Monaco	"Medtronic, Inc."	2138
8709	04-15-2014 00:00:00	0	Monaco	"Medtronic, Inc."	535
8709	04-15-2014 00:00:00	0	Monaco	US Bank (Firstar)	1072
8709	04-15-2014 00:00:00	0	Monaco	US Bank (Firstar)	268
8709	04-15-2014 00:00:00	0	BPO	Gateway Health Plan	2667
8709	04-15-2014 00:00:00	0	BPO	Gateway Health Plan	154
8709	04-15-2014 00:00:00	0	Monaco	"CareFirst of Maryland, Inc"	2468
8709	04-15-2014 00:00:00	0	Monaco	"CareFirst of Maryland, Inc"	1975
8709	04-15-2014 00:00:00	0	Webcom	"CareFirst of Maryland, Inc"	494
8709	04-15-2014 00:00:00	0	Webcom	"CareFirst of Maryland, Inc"	2854
8709	04-15-2014 00:00:00	0	Webcom	"CareFirst of Maryland, Inc"	9053
8709	04-15-2014 00:00:00	0	Monaco	"CareFirst of Maryland, Inc"	24990
8709	04-15-2014 00:00:00	0	Monaco	"CareFirst of Maryland, Inc"	12495
8709	04-15-2014 00:00:00	0	Webcom	"CareFirst of Maryland, Inc"	12495
8709	04-15-2014 00:00:00	0	Monaco	"CareFirst of Maryland, Inc"	6777
8709	04-15-2014 00:00:00	0	Monaco	"CareFirst of Maryland, Inc"	3388
8709	04-15-2014 00:00:00	0	Webcom	"CareFirst of Maryland, Inc"	3388
8709	04-15-2014 00:00:00	0	Monaco	"CareFirst of Maryland, Inc"	2146
8709	04-15-2014 00:00:00	0	Monaco	"CareFirst of Maryland, Inc"	1073
8709	04-15-2014 00:00:00	0	Webcom	"CareFirst of Maryland, Inc"	1073
8709	04-15-2014 00:00:00	0	Monaco	Fujitsu Network Communications	852
8709	04-15-2014 00:00:00	0	Monaco	Fujitsu Network Communications	48
8709	04-15-2014 00:00:00	0	Monaco	Fujitsu Network Communications	2922
8709	04-15-2014 00:00:00	0	Monaco	Fujitsu Network Communications	853
8709	04-15-2014 00:00:00	0	Monaco	Fujitsu Network Communications	570
8709	04-15-2014 00:00:00	0	Monaco	Fujitsu Network Communications	168
8709	04-15-2014 00:00:00	0	Monaco	LiveOps	1224
8709	04-15-2014 00:00:00	0	Monaco	LiveOps	286
8709	04-15-2014 00:00:00	0	Monaco	LiveOps	142
8709	04-15-2014 00:00:00	0	Monaco	LiveOps	64
8709	04-15-2014 00:00:00	0	BPO	"TriNet Group, Inc."	86
8709	04-15-2014 00:00:00	0	Monaco	Natus Medical Inc.	14
8709	04-15-2014 00:00:00	0	Monaco	Natus Medical Inc.	3
8709	04-15-2014 00:00:00	0	Monaco	Blue Cross Blue Shield Rhode Island	3114
8709	04-15-2014 00:00:00	0	Monaco	Blue Cross Blue Shield Rhode Island	720
8709	04-15-2014 00:00:00	0	Monaco	Blue Cross Blue Shield Rhode Island	560
8709	04-15-2014 00:00:00	0	Monaco	Blue Cross Blue Shield Rhode Island	457
8709	04-15-2014 00:00:00	0	Monaco	KeyBank : Key Corp	3439
8709	04-15-2014 00:00:00	0	Monaco	KeyBank : Key Corp	426
8709	04-15-2014 00:00:00	0	Monaco	KeyBank : Key Corp	370
8709	04-15-2014 00:00:00	0	Actek	"Health Alliance Medical Plans, Inc."	6000
8709	04-15-2014 00:00:00	0	Actek	"Health Alliance Medical Plans, Inc."	645
8709	04-15-2014 00:00:00	0	Webcom	Optum 360	6560
8709	04-15-2014 00:00:00	0	Webcom	Optum 360	1574
8709	04-15-2014 00:00:00	0	Webcom	Optum 360	649
8709	04-15-2014 00:00:00	0	Webcom	Optum 360	174
8982	04-16-2014 00:00:00	0	iCentera	CDW Corporation	375000
8705	04-16-2014 00:00:00	0	iCentera	CDW Corporation	25000
8881	04-16-2014 00:00:00	0	Services	"All Power America, LLC"	2160
8982	04-17-2014 00:00:00	0	Term License	Energy Systems LLC.	21830
8982	04-18-2014 00:00:00	0	Maintenance	Mobistar S.A.	54951
9186	04-18-2014 00:00:00	0	Maintenance	Mobistar S.A.	1649
9186	04-18-2014 00:00:00	0	Maintenance	"CA, Inc."	21830
8982	04-18-2014 00:00:00	0	Maintenance	"CA, Inc."	436590
8705	04-21-2014 00:00:00	0	Monaco	"Philips Electronics, NA-Phillips IT Applications"	183277
8705	04-21-2014 00:00:00	0	BPO	"Philips Electronics, NA-Phillips IT Applications"	336864
8982	04-21-2014 00:00:00	0	Monaco	"Philips Electronics, NA-Phillips IT Applications"	589842
8982	04-21-2014 00:00:00	0	BPO	"Philips Electronics, NA-Phillips IT Applications"	377942
8982	04-21-2014 00:00:00	0	Webcom	CVI Laser LLC	8752
8705	04-21-2014 00:00:00	0	Webcom	CVI Laser LLC	263
8982	04-21-2014 00:00:00	0	Maintenance	Vodafone Hutchison Australia Pty Limited	158531
9186	04-21-2014 00:00:00	0	Maintenance	Vodafone Hutchison Australia Pty Limited	7927
8982	04-21-2014 00:00:00	0	Monaco	Xerox Business Services LLC	32400
8705	04-23-2014 00:00:00	0	Leadformix	BSkyB	10000
8705	04-23-2014 00:00:00	0	Webcom	Dell Europe	50400
8982	04-23-2014 00:00:00	0	Monaco	RagingWire	3600
8982	04-23-2014 00:00:00	0	Monaco	RagingWire	32400
8982	04-23-2014 00:00:00	0	Monaco	RagingWire	3600
8982	04-23-2014 00:00:00	0	Litmos	RagingWire	1800
8982	04-23-2014 00:00:00	0	Rapid Intake	RagingWire	2508
8982	04-23-2014 00:00:00	0	iCentera	RagingWire	9000
8705	04-23-2014 00:00:00	0	Monaco	RagingWire	2645
8981	04-23-2014 00:00:00	0	Monaco	Motion Industries	319276
8981	04-23-2014 00:00:00	0	Monaco	Motion Industries	319276
8881	04-23-2014 00:00:00	0	Training	Technical Consumer Products	2000
8881	04-28-2014 00:00:00	0	Webcom	"Rexnord Industries, LLC"	37585
8982	04-29-2014 00:00:00	0	Term License	Atos Information Technology GmbH	618199
8881	04-29-2014 00:00:00	0	Training	Actian Corporation	4000
8881	04-29-2014 00:00:00	0	Training	Schneider  Electric	11000
8982	04-29-2014 00:00:00	0	Webcom	Solar Century	28370
8705	04-29-2014 00:00:00	0	Webcom	Solar Century	567
8982	04-29-2014 00:00:00	0	iCentera	THOMSON REUTERS CORPORATION	126911
8705	04-29-2014 00:00:00	0	iCentera	THOMSON REUTERS CORPORATION	682
8705	04-29-2014 00:00:00	0	BPO	CDW Corporation	50000
8705	04-30-2014 00:00:00	0	Monaco	"Tellabs, Inc."	4564
8705	04-30-2014 00:00:00	0	Webcom	Star2Star	42802
8705	04-30-2014 00:00:00	0	Webcom	Star2Star	32102
8705	04-30-2014 00:00:00	0	Webcom	Star2Star	32102
8705	04-30-2014 00:00:00	0	Monaco	US Bank (Firstar)	51297
8705	04-30-2014 00:00:00	0	Monaco	US Bank (Firstar)	47221
8982	04-30-2014 00:00:00	0	Monaco	US Bank (Firstar)	357279
8705	04-30-2014 00:00:00	0	Monaco	US Bank (Firstar)	8696
8881	04-30-2014 00:00:00	0	Training	Cognizant India	4875
8705	04-30-2014 00:00:00	0	Webcom	M5 Networks	19142
8705	04-30-2014 00:00:00	0	Webcom	M5 Networks	19142
8705	04-30-2014 00:00:00	0	Webcom	Marquis Reforma Hotel & Spa	3888
8881	04-30-2014 00:00:00	0	Services	Sun Life Assurance Company of Canada (U.S.) : Sun Life Financial - USA	10240
8982	04-30-2014 00:00:00	0	Maintenance	Great Eastern Life Assurance Co. Ltd.	12800
8881	04-30-2014 00:00:00	0	Services	Northrop Grumman Electronic Systems : Northrop Grumman Sperry Marine	4946
8705	04-30-2014 00:00:00	0	Leadformix	Monnie	3840
8881	04-30-2014 00:00:00	0	Training	First Command Financial Planning	5400
8881	04-30-2014 00:00:00	0	Training	"Novartis Vaccines and Diagnostics, Inc."	1800
8881	04-30-2014 00:00:00	0	Training	BlueCross BlueShield of Florida	1200
8705	04-30-2014 00:00:00	0	BPO	Technogym Spa - Italy	24728
8709	04-30-2014 00:00:00	0	BPO	Telstra International Hong Kong	3645
8709	04-30-2014 00:00:00	0	BPO	Telstra International Hong Kong	1215
8709	04-30-2014 00:00:00	0	BPO	Telstra International Hong Kong	421
8709	04-30-2014 00:00:00	0	Maintenance	Comcast Cable Communications LLC	630
8709	04-30-2014 00:00:00	0	Maintenance	Maxis Mobile Services SDN BHD	170
8709	04-30-2014 00:00:00	0	Maintenance	Maxis Mobile Services SDN BHD	43
8709	04-30-2014 00:00:00	0	Maintenance	Maxis Mobile Services SDN BHD	43
8709	04-30-2014 00:00:00	0	Managed Services	Idea Cellular	2531
8709	04-30-2014 00:00:00	0	Managed Services	Idea Cellular	844
8709	04-30-2014 00:00:00	0	Managed Services	Idea Cellular	292
8709	04-30-2014 00:00:00	0	BPO	Millennium: The Takeda Oncology Company	216
8709	04-30-2014 00:00:00	0	BPO	Millennium: The Takeda Oncology Company	54
8709	04-30-2014 00:00:00	0	BPO	Millennium: The Takeda Oncology Company	54
8709	04-30-2014 00:00:00	0	Webcom	Schneider  Electric	1365
8709	04-30-2014 00:00:00	0	Webcom	Schneider  Electric	500
8709	04-30-2014 00:00:00	0	Webcom	Schneider  Electric	169
8709	04-30-2014 00:00:00	0	BPO	"MetroPCS Wireless, Inc."	679
8709	04-30-2014 00:00:00	0	BPO	"MetroPCS Wireless, Inc."	184
8709	04-30-2014 00:00:00	0	BPO	"MetroPCS Wireless, Inc."	155
8709	04-30-2014 00:00:00	0	iCentera	"Zimmer Holdings, Inc. -1"	2653
8709	04-30-2014 00:00:00	0	iCentera	"Zimmer Holdings, Inc. -1"	694
8709	04-30-2014 00:00:00	0	iCentera	"Zimmer Holdings, Inc. -1"	401
8709	04-30-2014 00:00:00	0	BPO	"Novartis Vaccines and Diagnostics, Inc."	638
8709	04-30-2014 00:00:00	0	BPO	"Novartis Vaccines and Diagnostics, Inc."	166
8709	04-30-2014 00:00:00	0	BPO	"Novartis Vaccines and Diagnostics, Inc."	94
8709	04-30-2014 00:00:00	0	Maintenance	Vodafone New Zealand	318
8709	04-30-2014 00:00:00	0	Maintenance	Vodafone New Zealand	64
8709	04-30-2014 00:00:00	0	Maintenance	Vodafone New Zealand	64
8709	04-30-2014 00:00:00	0	Monaco	FusionStorm	2501
8709	04-30-2014 00:00:00	0	Monaco	FusionStorm	600
8709	04-30-2014 00:00:00	0	Monaco	FusionStorm	248
8709	04-30-2014 00:00:00	0	Monaco	FusionStorm	215
8709	04-30-2014 00:00:00	0	Monaco	Advantech Technologies Ltd	10
8709	04-30-2014 00:00:00	0	iCentera	SendWordNow	7
8709	04-30-2014 00:00:00	0	iCentera	SendWordNow	4
8709	04-30-2014 00:00:00	0	Monaco	Banc of California	8400
8709	04-30-2014 00:00:00	0	Monaco	Banc of California	2276
8709	04-30-2014 00:00:00	0	Monaco	Banc of California	722
8709	04-30-2014 00:00:00	0	Monaco	"ESPN, Inc"	1027
8709	04-30-2014 00:00:00	0	Monaco	"ESPN, Inc"	246
8709	04-30-2014 00:00:00	0	Monaco	"ESPN, Inc"	178
8709	04-30-2014 00:00:00	0		Eagle Global Logistics (CEVA Freight)	963
8709	04-30-2014 00:00:00	0		Eagle Global Logistics (CEVA Freight)	326
8709	04-30-2014 00:00:00	0		Eagle Global Logistics (CEVA Freight)	104
8709	04-30-2014 00:00:00	0	Monaco	Bluegreen Corporation	1288
8709	04-30-2014 00:00:00	0	Monaco	Bluegreen Corporation	409
8709	04-30-2014 00:00:00	0	Monaco	JDS Uniphase	1125
8709	04-30-2014 00:00:00	0	Monaco	JDS Uniphase	381
8709	04-30-2014 00:00:00	0	Monaco	JDS Uniphase	121
8709	04-30-2014 00:00:00	0	Monaco	"ShoreTel,  Inc."	3732
8709	04-30-2014 00:00:00	0	Monaco	"ShoreTel,  Inc."	1011
8709	04-30-2014 00:00:00	0	Monaco	"ShoreTel,  Inc."	321
8709	04-30-2014 00:00:00	0	Webcom	Technical Consumer Products	1584
8709	04-30-2014 00:00:00	0	Webcom	Technical Consumer Products	792
8709	04-30-2014 00:00:00	0	Webcom	Technical Consumer Products	136
8709	04-30-2014 00:00:00	0	Managed Services	Hand Enterprise Solutions (Singapore) Pte. Ltd.	780
8709	04-30-2014 00:00:00	0	Managed Services	Hand Enterprise Solutions (Singapore) Pte. Ltd.	298
8709	04-30-2014 00:00:00	0	Managed Services	Hand Enterprise Solutions (Singapore) Pte. Ltd.	42
8709	04-30-2014 00:00:00	0	Monaco	"Starwood Vacation Ownership, Inc"	3803
8709	04-30-2014 00:00:00	0	Monaco	"Starwood Vacation Ownership, Inc"	1025
8709	04-30-2014 00:00:00	0	Monaco	"Starwood Vacation Ownership, Inc"	439
8881	05-01-2014 00:00	0	Services	"Seguros Monterrey New York Life, S.A. De C.V."	415000
8881	05-01-2014 00:00	0	Services	Telstra : Telstra Corporation Limited	1662061
8709	05-01-2014 00:00	0			3000
8881	05-01-2014 00:00	0	Services	Aetna Life Insurance Co.	599832
8705	05-01-2014 00:00	0		TASC	5302
8705	05-01-2014 00:00	0	Monaco	TASC	24717
8705	05-01-2014 00:00	0	Training	Cognizant Technology Solutions	4875
8705	05-01-2014 00:00	0	Webcom	Actian Corporation	6000
8881	05-01-2014 00:00	0	Services	LiveOps	65780
8705	05-01-2014 00:00	0		TASC	5302
8705	05-01-2014 00:00	0	Monaco	TASC	24717
9186	05-01-2014 00:00	0	Maintenance	Mentor Graphics Corporation	-5596
9182	05-01-2014 00:00	0	Maintenance	Mentor Graphics Corporation	-111921
8705	05-05-2014 00:00	0	BPO	Colfondos Colombia	47000
8881	05-05-2014 00:00	0	Services	JM Family Enterprises	26663
8705	05-06-2014 00:00	0	Monaco	Brocade Communications Systems Inc	31500
8982	05-06-2014 00:00	0	Monaco	Brocade Communications Systems Inc	199785
8982	05-06-2014 00:00	0	Monaco	Brocade Communications Systems Inc	379500
8982	05-06-2014 00:00	0	Monaco	Brocade Communications Systems Inc	50715
8982	05-07-2014 00:00	0	Maintenance	NetApp	269674
8705	05-07-2014 00:00	0	BPO	Cree Inc.	16800
9186	05-07-2014 00:00	0	Maintenance	NetApp	13484
8705	05-08-2014 00:00	0	Webcom	Atlas Copco AB : Atlas Copco Airpower Shared Admin Services	90539
8982	05-08-2014 00:00	0	Webcom	Atlas Copco AB : Atlas Copco Airpower Shared Admin Services	144862
8881	05-09-2014 00:00	0	Services	Star2Star Communications	449280
8881	05-12-2014 00:00	0	Services	Experian Information Solutions Inc.	528000
8705	05-13-2014 00:00:00	0	Leadformix	Orgn-10	11112
8881	05-14-2014 00:00:00	0	Training	Intuit Inc.	1800
8881	05-14-2014 00:00:00	0	Services	Optum 360	270000
8982	05-15-2014 00:00:00	0	Maintenance	AXA Szolgaltato Kft. (Hungary)	24648
8705	05-15-2014 00:00:00	0	Monaco	Nationwide	81045
8982	05-15-2014 00:00:00	0	Webcom	"TriNet Group, Inc."	82368
8705	05-15-2014 00:00:00	0	Monaco	Nationwide	37971
8705	05-15-2014 00:00:00	0	Actek	Blue Cross Blue Shield North Dakota	27500
8981	05-15-2014 00:00:00	0	Actek	Blue Cross Blue Shield North Dakota	55000
8982	05-15-2014 00:00:00	0	Maintenance	"Apple Computer, Inc."	124307
9186	05-15-2014 00:00:00	0	Maintenance	AXA Szolgaltato Kft. (Hungary)	1232
8709	05-15-2014 00:00:00	0	Monaco	"Philips Electronics, NA-Phillips IT Applications"	22276
8709	05-15-2014 00:00:00	0	Monaco	"Philips Electronics, NA-Phillips IT Applications"	6504
8709	05-15-2014 00:00:00	0	Monaco	"Philips Electronics, NA-Phillips IT Applications"	3126
8709	05-15-2014 00:00:00	0	Monaco	"Philips Electronics, NA-Phillips IT Applications"	711
8709	05-15-2014 00:00:00	0	Maintenance	"CA, Inc."	3056
8709	05-15-2014 00:00:00	0	Maintenance	"CA, Inc."	699
8709	05-15-2014 00:00:00	0	Maintenance	"CA, Inc."	545
8709	05-15-2014 00:00:00	0	Maintenance	"CA, Inc."	133
8709	05-15-2014 00:00:00	0	Webcom	"Logicalis, Inc."	420
8709	05-15-2014 00:00:00	0	Webcom	"Logicalis, Inc."	84
8709	05-15-2014 00:00:00	0	Webcom	"Logicalis, Inc."	84
8709	05-15-2014 00:00:00	0	Webcom	Gateway Health Plan	2081
8709	05-15-2014 00:00:00	0	Webcom	Gateway Health Plan	179
8709	05-15-2014 00:00:00	0	Monaco	Novartis Pharma AG	6288
8709	05-15-2014 00:00:00	0	Monaco	Novartis Pharma AG	842
8709	05-15-2014 00:00:00	0	Monaco	Novartis Pharma AG	754
8709	05-15-2014 00:00:00	0	Monaco	"John Hancock Financial Services, Inc."	10969
8709	05-15-2014 00:00:00	0	Monaco	"John Hancock Financial Services, Inc."	1900
8881	05-16-2014 00:00:00	0	Services	Northrop Grumman Electronic Systems : Northrop Grumman Sperry Marine	4976
8705	05-18-2014 00:00:00	0	Webcom	TAFA Incorporated	221
8982	05-18-2014 00:00:00	0	Webcom	TAFA Incorporated	4410
8705	05-19-2014 00:00:00	0	Managed Services	AIA : AIA Shared Services (Guangzhou) Limited	33600
8982	05-19-2014 00:00:00	0	Maintenance	Sirius XM Radio Inc	121551
8705	05-19-2014 00:00:00	0	Webcom	Experian Information Solutions Inc.	12313
8705	05-19-2014 00:00:00	0	Monaco	Experian Information Solutions Inc.	12313
8705	05-19-2014 00:00:00	0	Webcom	Experian Information Solutions Inc.	12313
8705	05-19-2014 00:00:00	0	iCentera	Experian Information Solutions Inc.	12313
8705	05-19-2014 00:00:00	0	Monaco	Experian Information Solutions Inc.	12313
8705	05-19-2014 00:00:00	0	SalesSelector	Experian Information Solutions Inc.	114
8705	05-19-2014 00:00:00	0	Litmos	Experian Information Solutions Inc.	409
8705	05-19-2014 00:00:00	0	Leadformix	Experian Information Solutions Inc.	2735
8705	05-19-2014 00:00:00	0	LeadRocket	Experian Information Solutions Inc.	8209
8705	05-19-2014 00:00:00	0	Monaco	Experian Information Solutions Inc.	1368
8705	05-19-2014 00:00:00	0	Rapid Intake	Experian Information Solutions Inc.	2041
8705	05-19-2014 00:00:00	0	Territory & Quota	Experian Information Solutions Inc.	4560
8705	05-19-2014 00:00:00	0	Training	Experian Information Solutions Inc.	13000
8705	05-19-2014 00:00:00	0	Webcom	Experian Information Solutions Inc.	-16722
8981	05-19-2014 00:00:00	0	Webcom	Experian Information Solutions Inc.	61564
8981	05-19-2014 00:00:00	0	Monaco	Experian Information Solutions Inc.	61564
8981	05-19-2014 00:00:00	0	Webcom	Experian Information Solutions Inc.	61564
8981	05-19-2014 00:00:00	0	iCentera	Experian Information Solutions Inc.	61564
8981	05-19-2014 00:00:00	0	Monaco	Experian Information Solutions Inc.	61564
8981	05-19-2014 00:00:00	0	LeadRocket	Experian Information Solutions Inc.	41043
8981	05-19-2014 00:00:00	0	Territory & Quota	Experian Information Solutions Inc.	22802
8981	05-19-2014 00:00:00	0	Leadformix	Experian Information Solutions Inc.	13674
8981	05-19-2014 00:00:00	0	Rapid Intake	Experian Information Solutions Inc.	10204
8981	05-19-2014 00:00:00	0	Monaco	Experian Information Solutions Inc.	6841
8981	05-19-2014 00:00:00	0	Litmos	Experian Information Solutions Inc.	2045
8981	05-19-2014 00:00:00	0	SalesSelector	Experian Information Solutions Inc.	569
8705	05-19-2014 00:00:00	0	Webcom	Experian Ltd	88
8982	05-19-2014 00:00:00	0	Webcom	Experian Ltd	1749
8881	05-19-2014 00:00:00	0	Services	Vodafone Ltd (UK)	30434
8705	05-19-2014 00:00:00	0	Webcom	Experian Information Solutions Inc.	12313
8705	05-19-2014 00:00:00	0	Monaco	Experian Information Solutions Inc.	12313
8705	05-19-2014 00:00:00	0	Webcom	Experian Information Solutions Inc.	12313
8705	05-19-2014 00:00:00	0	iCentera	Experian Information Solutions Inc.	12313
8705	05-19-2014 00:00:00	0	Monaco	Experian Information Solutions Inc.	12313
8705	05-19-2014 00:00:00	0	SalesSelector	Experian Information Solutions Inc.	114
8705	05-19-2014 00:00:00	0	Litmos	Experian Information Solutions Inc.	409
8705	05-19-2014 00:00:00	0	Leadformix	Experian Information Solutions Inc.	2735
8705	05-19-2014 00:00:00	0	LeadRocket	Experian Information Solutions Inc.	8209
8705	05-19-2014 00:00:00	0	Monaco	Experian Information Solutions Inc.	1368
8705	05-19-2014 00:00:00	0	Rapid Intake	Experian Information Solutions Inc.	2041
8705	05-19-2014 00:00:00	0	Territory & Quota	Experian Information Solutions Inc.	4560
8705	05-19-2014 00:00:00	0	Training	Experian Information Solutions Inc.	13000
8705	05-19-2014 00:00:00	0	Webcom	Experian Information Solutions Inc.	-16722
8981	05-19-2014 00:00:00	0	Webcom	Experian Information Solutions Inc.	61564
8981	05-19-2014 00:00:00	0	Monaco	Experian Information Solutions Inc.	61564
8981	05-19-2014 00:00:00	0	Webcom	Experian Information Solutions Inc.	61564
8981	05-19-2014 00:00:00	0	iCentera	Experian Information Solutions Inc.	61564
8981	05-19-2014 00:00:00	0	Monaco	Experian Information Solutions Inc.	61564
8981	05-19-2014 00:00:00	0	LeadRocket	Experian Information Solutions Inc.	41043
8981	05-19-2014 00:00:00	0	Territory & Quota	Experian Information Solutions Inc.	22802
